ลำดับ,เลขทะเบียนเดิม,FID,ชื่อโรงงาน,ผู้ประกอบการ,ประกอบกิจการ,เลขที่,หมู่,ซอย,ถนน,ตำบล,อำเภอ,จังหวัด,ไปรษณีย์,โทรศัพท์,เงินทุนรวม,คนงานรวม,แรงม้า
1371,3-106-55/53รย,1.021E+13,บริษัท แสงตะวันพลาสติก 2012 (ประเทศไทย) จำกัด,บริษัท เอเชีย อินเตอร์ พลาส 2012 จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้วและตัวทำละลายที่ใช้แล้ว บดย่อยชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์ บดย่อยเศษและตะกรันโลหะ สกัดโลหะมีค่าจากกากตะกอนอุตสาหกรรมชุบโลหะ และอุตสาหกรรมอิเล็กทรอนิกส์ หลอมทำเม็ดพลาสติกเกรดบี ล้างบรรจุภัณฑ์ด้วยตัวทำละลาย,เลขที่ 657,4,-,-,แม่น้ำคู้,ปลวกแดง,ระยอง,21140,,5764000,12,299
1372,3-106-58/61รย,1.021E+13,บริษัท พีอีจี อินดัสเตรียล เซอร์วิสเซส จำกัด,บริษัท พีอีจี อินดัสเตรียล เซอร์วิสเซส จำกัด,นำกรดเสื่อมสภาพมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อนำกรดกลับมาใช้ ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้ว น้ำมันหล่อเย็นที่ใช้แล้ว (Use Coolant oil) และสารทำละลายที่ใช้แล้ว ทำเชื้อเพลิงผสมชนิดแข็ง ซ่อมและล้างบรรจุภัณฑ์ปนเปื้อน,เลขที่ 37/20,5,,,มาบข่า,นิคมพัฒนา,ระยอง,21180,0 3895 2120,136000000,18,3290
1373,3-106-6/52รย,1.021E+13,บริษัท พัฒนาพลังงานอุตสาหกรรม แอนด์ เคมิคอล จำกัด,บริษัท พัฒนาพลังงานอุตสาหกรรมแอนด์เคมิคอล จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้ว ทำน้ำมันทาแบบ กลั่นตัวทำละลายใช้แล้วและน้ำมันใช้แล้ว ซ่อมและล้างถังบรรจุภัณฑ์ด้วยตัวทำละลาย ทำเชื้อเพลิงผสมจากสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วทั้งในสภาพของแข็งและของเหลว,เลขที่ 25/2,3,-,-,มาบข่า,นิคมพัฒนา,ระยอง,21180,,15000000,3,501.41
1374,3-106-6/62รย,1.02101E+13,บริษัท ฟง หงษ์ หยวน เฮง รับเบอร์ จำกัด ,บริษัท ฟง หงษ์ หยวน เฮง รับเบอร์ จำกัด,รีไซเคิลเศษยาง,เลขที่ 649/1,7,,,พนานิคม,นิคมพัฒนา,ระยอง,21180,033-013413,22000000,26,295
1375,3-106-62/62รย,1.02103E+13,บริษัท ไทพลาส รีไซเคิล จำกัด,บริษัท ไทพลาส รีไซเคิล จำกัด,ถอดแยกอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์บดย่อยแผงวงจรอิเล็กทรอนิกส์,เลขที่ โฉนดที่ดินเลขที่ 3264 เลขที่ดิน 28,1,,,ตาสิทธิ์,ปลวกแดง,ระยอง,21140,,127000000,12,925.7
1376,3-106-64/63รย,1.02102E+13,บริษัท กอบเกียรติ โกลบอล จำกัด,บริษัท กอบเกียรติ โกลบอล จำกัด,นำน้ำมันพืชทุกชนิดและน้ำมันพืชที่ใช้แล้วมาผ่านกระบวนการกรองเพื่อนำมาใช้ประโยชน์ใหม่,เลขที่ 177,6,,,มะขามคู่,นิคมพัฒนา,ระยอง,21180,,12500000,13,65
1377,3-106-7/61รย,1.021E+13,บริษัท เทคโนโลยีธุรกิจพลังงานทดแทน (2009) จำกัด,บริษัท เทคโนโลยีธุรกิจพลังงานทดแทน (2009) จำกัด,ผลิตเชื้อเพลิงผสมชนิดแข็ง (Solid Blending) และเชื้อเพลิงผสมชนิดเหลว (Liquid Blending) ซ่อมและล้างภาชนะบรรจุภัณฑ์ด้วยตัวทำละลาย,เลขที่ โฉนดที่ดินเลขที่ 75729,3,-,สุขุมวิท,มาบข่า,นิคมพัฒนา,ระยอง,21180,,29000000,20,179
1378,3-106-70/60รย,1.021E+13,บริษัท วิน โพรเสส จำกัด,บริษัท วิน โพรเสส จำกัด,คืนสภาพกรดหรือด่าง ทำเชื้อเพลิงผสม และล้างภาชนะบรรจุภัณฑ์ด้วยตัวทำละลาย,เลขที่ 84/7,4,,บางบุตร-วังจันทร์,บางบุตร,บ้านค่าย,ระยอง,21120,038 608913,240000000,20,391
1379,3-106-71/64รย,1.02105E+13,บริษัท หวง ไท่ ไทร์ (ไทยแลนด์) จำกัด,บริษัท หวง ไท่ ไทร์ (ไทยแลนด์) จำกัด,นำเศษยางเสื่อมสภาพมาบดย่อย อัด และรีดเป็นแผ่น เพื่อนำกลับมาใช้ใหม่,เลขที่ 495,1,,,ละหาร,ปลวกแดง,ระยอง,21140,,141000000,50,904
1380,3-106-72/62รย,1.02103E+13,บริษัท ทวิน เชง รับเบอร์เทค จำกัด,บริษัท ทวิน เชง รับเบอร์เทค จำกัด,บดย่อยเศษยางเพื่อผลิตแผ่นสำหรับปูพื้นรถยนต์,เลขที่ 12215,4,,,ตะพง,เมืองระยอง,ระยอง,21000,,94542000,73,1037
1381,3-106-74/63รย,1.02103E+13,บริษัท มิลล์คอน บูรพา จำกัด,บริษัท มิลล์คอน บูรพา จำกัด,บดย่อยเศษเหล็ก และชิ้นส่วนอิเล็กทรอนิกส์ เพื่อนำมาเป็นวัตถุดิบ,เลขที่ 99,3,,,นิคมพัฒนา,นิคมพัฒนา,ระยอง,21180,,170000000,27,6084.53
